id,name,alias,iata_code,icao_code,callsign,country,active
2027,Digital Equipment Corporation,Unknown,Unknown,DGT,DIGITAL,United States,N
2028,Dinar,Unknown,D7,RDN,AERO DINAR,Argentina,N
2029,Diplomatic Freight Services,Unknown,Unknown,DIP,DIPFREIGHT,United Kingdom,N
2030,Direccion General de Aviacion Civil y Telecomunicasciones,Unknown,Unknown,ENA,ENA,Spain,N
2031,Direct Air,Unknown,Unknown,DIA,BLUE SKY,United States,N
2032,Direct Air trading as Midway Connection,Unknown,Unknown,XAP,MID-TOWN,United States,N
2033,Direct Flight,Unknown,Unknown,DCT,Unknown,United Kingdom,N
2034,Sky Express,Unknown,Unknown,SXP,EXPRESS SKY,Poland,N
2035,Dirgantara Air Service,Unknown,AW,DIR,DIRGANTARA,Indonesia,N
2036,Discover Air,Unknown,Unknown,DCV,DISCOVER,United States,N
2037,Discovery Airways,Unknown,DH,DVA,DISCOVERY AIRWAYS,United States,N
2038,Dispatch Services,Unknown,Unknown,XDS,Unknown,United States,N
2039,Dix Aviation,Unknown,Unknown,DIX,DIX FLIGHT,Germany,N
2040,Dixie Airways,Unknown,Unknown,DEE,TACAIR,United States,N
2041,Djibouti Airlines,Unknown,D8,DJB,DJIBOUTI AIR,Djibouti,Y
2042,Dniproavia,Unknown,Unknown,UDN,DNIEPRO,Ukraine,Y
2043,Flying Dolphin Airlines,Unknown,Unknown,FDN,FLYING DOLPHIN,United Arab Emirates,N
2044,Dolphin Express Airlines,Unknown,Unknown,IXX,ISLAND EXPRESS,United States,N
2045,Dome Petroleum,Unknown,Unknown,DPL,DOME,Canada,N
2046,Dominguez Toledo (Grupo Mayoral),Unknown,Unknown,MYO,MAYORAL,Spain,N
2047,Dominicana de Aviaci,Unknown,DO,DOA,DOMINICANA,Dominican Republic,Y
2048,Domodedovo Airlines,Unknown,E3,DMO,DOMODEDOVO,Russia,Y
2049,Don Avia,Unknown,Unknown,DVB,DONSEBAI,Kazakhstan,N
2050,Donair Flying Club,Unknown,Unknown,DON,DONAIR,United Kingdom,N
2051,DonbassAero,Unknown,5D,UDC,DONBASS AERO,Ukraine,Y
2052,Dorado Air,Unknown,Unknown,DAD,DORADO AIR,Dominican Republic,N
2053,Dornier,Unknown,Unknown,DOR,DORNIER,Germany,N
2054,Dornier Aviation Nigeria,Unknown,Unknown,DAV,DANA AIR,Nigeria,N
2055,Dos Mundos,Unknown,Unknown,DOM,DOS MUNDOS,Dominican Republic,N
2056,Dragonair,Unknown,KA,HDA, Hong Kong Dragon Airlines,Dragon,Y
2057,Dreamcatcher Airways,Unknown,Unknown,DCA,DREAM CATCHER,United Kingdom,N
2058,Druk Air,Unknown,KB,DRK,ROYAL BHUTAN,Bhutan,Y
2059,Drummond Island Air,Unknown,Unknown,DRE,MICHIGAN,United States,N
2060,Dubai Airwing,Unknown,Unknown,DUB,DUBAI,United Arab Emirates,N
2061,Dubrovnik Air,Unknown,Unknown,DBK,SEAGULL,Croatia,Y
2062,Ducair,Unknown,Unknown,DUK,LION KING,Luxembourg,N
2063,Duchess of Britany (Jersey) Limited,Unknown,Unknown,DBJ,DUCHESS,United Kingdom,N
2064,UK Royal/HRH Duke of York,Unknown,Unknown,LPD,LEOPARD,United Kingdom,N
2065,Dun'Air,Unknown,Unknown,DUN,DUNAIR,Mauritania,N
2066,Duncan Aviation,Unknown,Unknown,PHD,PANHANDLE,United States,N
2067,Dunyaya Bakis Hava Tasimaciligi,Unknown,Unknown,VVF,WORLDFOCUS,Turkey,N
2068,Duo Airways,Unknown,Unknown,DUO,FLY DUO,United Kingdom,N
2069,Durango Jet,Unknown,Unknown,DJE,DURANGO JET,Mexico,N
2070,Dutch Antilles Express,Unknown,Unknown,DNL,DUTCH ANTILLES,Netherlands Antilles,Y
2071,Dutch Caribbean Express,Unknown,Unknown,DCE,DUTCH CARIBBEAN,Netherlands Antilles,N
2072,Dutchbird,Unknown,Unknown,DBR,DUTCHBIRD,Netherlands,N
2073,Dwyer Aircraft Services,Unknown,Unknown,DFS,DWYAIR,United States,N
2074,Dynair Services,Unknown,Unknown,XDY,Unknown,United States,N
2075,Dynamair Aviation,Unknown,Unknown,DNR,DYNAMAIR,Canada,N
2076,Dynamic Air,Unknown,Unknown,DYE,DYNAMIC,Netherlands,N
2077,dba,Unknown,DI,BAG,SPEEDWAY,Germany,Y
2078,E H Darby Aviation,Unknown,Unknown,EHD,PLATINUM AIR,United States,N
2079,Electronic Data Systems,Unknown,1C,Unknown,Unknown,Switzerland,N
2080,Electronic Data Systems,Unknown,Unknown,1Y,Unknown,Unknown,N
2081,EAA Escola De Aviacao Aerocondor,Unknown,Unknown,EAD,AERO-ESCOLA,Portugal,N
2082,Executive Airlines Services,Unknown,Unknown,EXW,ECHOLINE,Nigeria,N
2083,EFAOS- Agencia De Viagens e Turismo,Unknown,Unknown,EFS,EFAOS,Angola,N
2084,EFD Eisele Flugdienst,Unknown,Unknown,EFD,EVER FLIGHT,Germany,N
2085,EFS-Flugservice,Unknown,Unknown,FSD,FLUGSERVICE,Germany,N
2086,EIS Aircraft,Unknown,Unknown,EIS,COOL,Germany,N
2087,EPAG Groupe Air France,Unknown,Unknown,IAG,EPAG,France,N
2088,ESI Eliservizi Italiani,Unknown,Unknown,ESI,ELISERVIZI,Italy,N
2089,EU Airways,Unknown,Unknown,EUY,EUROAIRWAYS,Ireland,N
2090,EUjet,Unknown,VE,EUJ,UNION JET,Ireland,N
2091,EVA Air,Unknown,BR,EVA,EVA,Taiwan,Y
2092,Eagle Aero,Unknown,Unknown,ICR,ICARUS FLIGHTS,United States,N
2093,Eagle Air,Unknown,Unknown,EGR,EAGLE SIERRA,Sierra Leone,N
2094,Eagle Air,Unknown,H7,Unknown,Unknown,Uganda,Y
2095,Eagle Air Company,Unknown,Unknown,EGX,THAI EAGLE,Thailand,N
2096,Eagle Air Iceland,Unknown,Unknown,FEI,ARCTIC EAGLE,Iceland,N
2097,Eagle Aviation,Unknown,Unknown,EGU,AFRICAN EAGLE,Uganda,N
2098,Eagle Aviation,Unknown,Unknown,GYP,GYPSY,United Kingdom,N
2099,Eagle Aviation France,Unknown,Unknown,EGN,FRENCH EAGLE,France,N
2100,Eagle International,Unknown,Unknown,SEG,SEN-EAGLE,Senegal,N
2101,Eagle Jet Charter,Unknown,Unknown,EGJ,EAGLE JET,United States,N
2102,Eaglemed (Ballard Aviation),Unknown,Unknown,EMD,EAGLEMED,United States,N
2103,Earth Airlines Services,Unknown,Unknown,ERX,EARTH AIR,Nigeria,N
2104,East African,Unknown,QU,UGX,CRANE,Uganda,Y
2105,East African Safari Air,Unknown,S9,HSA,DUMA,Kenya,N
2106,East African Safari Air Express,Unknown,Unknown,EXZ,TWIGA,Kenya,N
2107,East Asia Airlines,Unknown,Unknown,EMU,Unknown,Macao,N
2108,East Coast Airways,Unknown,Unknown,ECT,EASTWAY,South Africa,N
2109,East Coast Jets,Unknown,Unknown,ECJ,EASTCOAST JET,United States,N
2110,East Hampton Aire,Unknown,Unknown,EHA,AIRE HAMPTON,United States,N
2111,East Kansas City Aviation,Unknown,Unknown,EKC,BLUE GOOSE,United States,N
2112,East Midlands Helicopters,Unknown,Unknown,CTK,COSTOCK,United Kingdom,N
2113,East Star Airlines,Unknown,Unknown,DXH,EAST STAR,China,N
2114,East-West Airlines,Unknown,Unknown,EWA,EASTWEST,Australia,N
2115,Eastern Air,Unknown,Unknown,EAZ,EASAIR,Zambia,N
